address,bedrooms,full_bathrooms,half_bathrooms,type,surface,lot_surface,price
312 Orland St Apt 62 Las Vegas NV 89107,1,1,0,Condo/Townhome/Row Home/Co-Op,612,,35000
10305 Bayhead Beach Ave Las Vegas NV 89135,4,3,0,Single Family Home,1651,3920,239999
5253 Starter Ave Las Vegas NV 89156,3,2,1,Single Family Home,1188,2178,90000
3640 Starlight Evening St Las Vegas NV 89129,4,2,1,Single Family Home,1902,3049,220000
5207 Indian River Dr Unit 246 Las Vegas NV 89103,2,1,0,Condo/Townhome/Row Home/Co-Op,816,,74500
10740 Gilespie St Las Vegas NV 89183,7,6,1,Single Family Home,6439,27443,855777
3150 Plan Las Vegas NV 89131,4,3,0,Single Family Home; Ready to build,3150,130680,399990
8101 W Flamingo Rd Unit: 1120 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,911,,77000
Las Vegas NV 89122,5,3,0,Single Family Home,2122,3484,175000
10412 Golden Reflection Ct Las Vegas NV 89129,5,4,0,Single Family Home,2660,10454,274999
500 S 13Th St Unit: C30 Las Vegas NV 89101,2,1,0,Condo/Townhome/Row Home/Co-Op,700,59242,15000
717 N 21St St Las Vegas NV 89101,5,2,0,Single Family Home,1659,6969,124888
10570 Siesta Key St Las Vegas NV 89141,3,2,1,Single Family Home,1750,3049,243933
Las Vegas NV 89122,5,2,2,Single Family Home,1984,4356,250000
5321 Poker Flat Ln Las Vegas NV 89118,3,2,1,Single Family Home,1389,2613,160000
5101 Saffron Dr Las Vegas NV 89142,4,2,0,Single Family Home,1322,5227,130000
4555 Palisades Canyon Cir Las Vegas NV 89129,4,3,1,Single Family Home,4321,18295,710000
4679 Sun Valley Dr Las Vegas NV 89121,4,2,0,Single Family Home,1152,6098,95000
8036 Astrology Ct Unit: 101 Las Vegas NV 89128,3,2,0,Condo/Townhome/Row Home/Co-Op,1309,3528,97000
Las Vegas NV 89120,4,2,0,Single Family Home,1814,7405,220000
222 Waterton Lakes Ave Las Vegas NV 89148,3,2,0,Single Family Home,1487,4356,224900
2777 Paradise Rd Unit 2903 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,2195,,499000
10181 Longoria St Las Vegas NV 89178,4,3,1,Single Family Home,3289,3920,299900
1701 Starbuck Dr Las Vegas NV 89108,4,2,0,Single Family Home,1350,7405,169900
5687 Point Loma Ct Las Vegas NV 89122,4,2,1,Single Family Home,1935,3049,206725
3450 Saint Nazaire Ave Las Vegas NV 89141,4,3,0,Single Family Home,2235,5662,260000
3165 S Monte Cristo Way Las Vegas NV 89117,3,2,1,Single Family Home,2559,23087,499900
11025 Calcedonian St Las Vegas NV 89141,4,2,1,Single Family Home,2350,5662,294900
5168 Greene Ln Apt C Las Vegas NV 89119,3,2,0,Condo/Townhome/Row Home/Co-Op,1370,,62900
2929 El Camino Rd Las Vegas NV 89146,4,2,0,Single Family Home,2863,20038,250000
9009 Successful Ct Las Vegas NV 89149,4,3,1,Single Family Home,2221,1742,187750
6372 W Levi Ave Las Vegas NV 89141,3,2,1,Single Family Home,1514,3484,175000
200 W Sahara Ave Unit 3007 Las Vegas NV 89102,2,2,0,Condo/Townhome/Row Home/Co-Op,1295,,354900
5586 Avent Ferry St Las Vegas NV 89148,3,2,1,Single Family Home,1738,3484,208000
7055 Thistle Ridge St Las Vegas NV 89166,4,2,1,Single Family Home,2450,5227,289502
4615 Hearts Desire Ave Las Vegas NV 89115,3,2,1,Single Family Home,1775,3484,137000
10281 Hammerschmidt Ct Las Vegas NV 89135,3,2,0,Single Family Home,1746,6534,279000
574 Fiddlehead Ave Las Vegas NV 89183,5,3,0,Single Family Home,3136,5662,280000
7612 Kit Carson Ave Las Vegas NV 89178,5,3,0,Single Family Home,3077,6098,392333
3845 Plan Las Vegas NV 89149,4,4,0,Single Family Home; Ready to build,3845,130680,489900
7486 Morisset Ave Las Vegas NV 89179,3,2,1,Single Family Home,1919,3484,233000
7428 Darling Rd Las Vegas NV 89131,4,3,0,Single Family Home,2898,10890,360000
4999 Pale Buffalo Rd Las Vegas NV 89139,5,3,0,Single Family Home,2444,3484,249900
7831 Stable Run Ave Las Vegas NV 89113,3,3,0,Single Family Home,2127,3920,215000
5321 Botanical Ave Las Vegas NV 89110,4,3,0,Single Family Home,2077,3920,169900
Las Vegas NV 89128,4,3,0,Single Family Home,2107,5357,160000
5820 Mac Duff Ct Las Vegas NV 89141,4,3,0,Single Family Home,3078,6969,335000
7904 Quiet Canyon St Las Vegas NV 89113,3,2,0,Single Family Home,1418,4791,244900
9020 National Park Dr Las Vegas NV 89178,4,3,0,Single Family Home,2556,7840,350000
2745 Blairgowrie Dr Henderson NV 89044,5,3,0,Single Family Home,3155,5662,409900
2803 Tahiti Isle Ave Las Vegas NV 89031,5,3,1,Single Family Home,2876,5662,245000
4066 Whispering Quail Ct Las Vegas NV 89122,5,3,0,Single Family Home,2655,4791,219900
4737 Big Draw Dr Las Vegas NV 89031,2,2,0,Condo/Townhome/Row Home/Co-Op,1095,2178,92000
3845 White Quail Ct Las Vegas NV 89032,3,2,1,Single Family Home,1824,5227,157540
9313 Dry Dock Dr Las Vegas NV 89117,3,2,1,Single Family Home,2196,5227,274900
9400 Empire Rock St Las Vegas NV 89143,6,4,1,Single Family Home,6087,14810,699000
7 Sable Ridge Ct Las Vegas NV 89135,5,9,0,Single Family Home,13255,,15900000
5901 W Gowan Rd Las Vegas NV 89108,4,2,0,Single Family Home,1622,6969,165000
5760 Speaking Rock Ave Las Vegas NV 89131,3,2,1,Single Family Home,2286,12632,294900
1275 Westwind Rd Las Vegas NV 89146,4,2,1,Single Family Home,2087,27443,275000
8536 Last Point Ave Las Vegas NV 89129,3,2,0,Single Family Home,1244,3920,149800
7625 Rory Ct Las Vegas NV 89129,4,3,0,Single Family Home,2304,4791,245000
4730 E Craig Rd Unit 2027 North Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,974,,44999
6417 Addely Dr Las Vegas NV 89108,3,2,0,Condo/Townhome/Row Home/Co-Op,1040,3920,89900
Las Vegas NV 89117,4,4,1,Single Family Home,6331,12197,1300000
1150 N Buffalo Dr Apt 1069 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,928,914,89990
4336 Cottontail Ln Las Vegas NV 89121,3,3,0,Single Family Home,1862,7405,155000
9318 Winebrook Ave Las Vegas NV 89148,4,2,1,Single Family Home,2242,3484,224900
7 Sable Ridge Ct Las Vegas NV 89135,5,9,0,Single Family Home,13255,25700,15900000
3234 Chimayo Ln Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1440,4791,80000
5509 Ghost Rider Ct Las Vegas NV 89131,5,2,1,Single Family Home,2791,6098,279900
7570 W Flamingo Rd Unit 161 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1023,1089,77000
7228 Dusty Cloud St Las Vegas NV 89149,4,2,1,Single Family Home,2632,8276,369000
4725 Madrigal Way Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1045,4356,60000
9102 Cedar Door Ave Las Vegas NV 89148,4,3,0,Single Family Home,1775,3484,182000
3874 Manford Cir Las Vegas NV 89104,3,3,0,Single Family Home,1674,8276,170000
5 Chateau Whistler Ct Las Vegas NV 89148,4,3,1,Single Family Home,3402,10019,575000
3215 Cliff Sieler Ct Las Vegas NV 89117,5,5,0,Single Family Home,6910,9452520,1150000
2141 Chertsey Dr Unit: D Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1074,,60000
2325 Black River Falls Dr Henderson NV 89044,2,2,0,Single Family Home,2096,8276,349000
9240 Long Grove Ave Las Vegas NV 89149,4,2,1,Single Family Home,2539,3920,259500
8901 Sierra Linda Dr Las Vegas NV 89147,3,3,0,Single Family Home,1967,3920,255710
3224 Villa Pisani Ct Las Vegas NV 89031,5,3,0,Single Family Home,3720,6098,290000
8625 Butterchurn Ave Las Vegas NV 89143,4,2,0,Single Family Home,2126,6098,239900
4525 Dean Martin Dr Unit 608 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1446,,389999
6165 Duncan Dr Las Vegas NV 89108,6,3,0,Single Family Home,3023,20038,350000
8428 Summers Ranch Ct Las Vegas NV 89139,4,2,1,Single Family Home,2967,3484,339000
636 Yacht Harbor Dr Unit 101 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1168,,69500
4600 Paradise Rd Unit 6 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,448,522,39000
900 Elegant Coral Ave Las Vegas NV 89015,2,2,1,Condo/Townhome/Row Home/Co-Op,1179,2613,119900
1424 Silk Tassel Dr Las Vegas NV 89117,4,2,1,Single Family Home,1870,4791,218000
4050 Sparrow Rock St Las Vegas NV 89129,4,3,0,Single Family Home,1608,2613,169000
708 Canyon Brook Pl Las Vegas NV 89145,3,2,1,Single Family Home,2782,7840,569000
7649 Certitude Ave Las Vegas NV 89131,3,2,1,Single Family Home,2058,5227,175000
7621 Siesta Grande Ave Las Vegas NV 89129,4,3,1,Single Family Home,4401,15682,342300
617 Yacht Harbor Dr Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1156,3659,128000
3957 Torsby Pl Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1052,2178,40000
7725 Littondale St Las Vegas NV 89139,3,3,0,Single Family Home,2054,4791,218000
9764 Gallo Dr Las Vegas NV 89147,4,3,0,Single Family Home,2445,5662,298000
5453 Red Sun Dr Las Vegas NV 89149,3,2,1,Single Family Home,1937,5662,210000
6416 Tanager Way Las Vegas NV 89103,4,2,0,Single Family Home,1918,7361,81000
31 Hawk Ridge Dr Las Vegas NV 89135,5,5,2,Single Family Home,7820,29185,3749000
6320 Tuckaway Cove Ave Las Vegas NV 89139,5,3,0,Single Family Home,3297,6534,370000
5215 Hibbetts Dr Las Vegas NV 89103,3,2,0,Single Family Home,1640,7840,205900
5514 Porcupine Rim St Las Vegas NV 89130,5,3,0,Single Family Home,3779,7840,350000
8032 Maple Park St Las Vegas NV 89131,3,2,1,Single Family Home,2663,3484,249000
989 Cohasset St Las Vegas NV 89110,6,3,0,Single Family Home,2120,12197,150000
6425 Mayfair Park St Las Vegas NV 89166,5,3,0,Single Family Home,3001,5227,328786
3111 Mountain Spring Rd Las Vegas NV 89146,4,2,0,Single Family Home,1548,10019,188880
3315 Cape Cod Dr Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1248,4791,39900
8452 Boseck Dr Unit 213 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1080,,109000
3216 Mariner Bay St Las Vegas NV 89117,3,2,0,Single Family Home,1257,4356,168000
2053 Seattle Shore St Las Vegas NV 89115,3,2,1,Single Family Home,1309,2178,60000
2720 Grassy Spring Pl Las Vegas NV 89135,4,4,1,Single Family Home,3147,11761,769500
83 Princeville Ln Las Vegas NV 89113,5,5,2,Single Family Home,7553,16117,1499000
8985 S Durango Dr Unit 2167 Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1070,1089,119900
6508 Alpine Autumn Ct Las Vegas NV 89149,5,3,1,Single Family Home,3297,6969,319900
10034 Floragold Ct Las Vegas NV 89147,3,2,1,Single Family Home,1833,4356,224500
9328 Muddy Waters Ave Las Vegas NV 89178,3,3,0,Single Family Home,2022,3484,249900
2304 Willoughby Ave Las Vegas NV 89101,5,3,0,Single Family Home,2117,6098,175000
2756 Leys Burnett Ave Henderson NV 89044,4,2,0,Single Family Home,2096,8276,160000
6149 Vista Verde Las Vegas NV 89146,4,2,0,Single Family Home,2020,6098,183900
63 Princeville Ln Las Vegas NV 89113,4,4,1,Single Family Home,7052,17860,1495000
212 Star Cluster Cir Las Vegas NV 89145,3,2,1,Condo/Townhome/Row Home/Co-Op,1534,1611,72000
10882 Avenzano St Las Vegas NV 89141,3,2,1,Single Family Home,1748,2613,199000
Las Vegas NV 89146,2,1,1,Condo/Townhome/Row Home/Co-Op,1164,1568,84900
1504 Dreaming Shores Ct Las Vegas NV 89110,3,2,0,Single Family Home,1092,5227,105000
6996 Westbrook Ave Las Vegas NV 89147,3,1,0,Single Family Home,1167,6098,149900
5724 N Grand Canyon Dr Las Vegas NV 89149,7,5,0,Single Family Home,6056,435,650000
Plan 2927 Las Vegas NV 89139,5,2,1,Single Family Home; Ready to build,2927,87120,317500
769 Jaded Emerald Ct Las Vegas NV 89183,3,2,0,Single Family Home,1962,6098,254900
Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,875,3484,45000
937 Sulphur Springs Ln Unit 102 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1136,,75000
5605 Lost Tree Cir Las Vegas NV 89130,3,2,0,Single Family Home,1764,7405,178900
3150 Plan Las Vegas NV 89131,4,3,0,Single Family Home; Ready to build,3150,130680,397990
4201 Blarney Ln Unit 201 Las Vegas NV 89110,3,2,0,Condo/Townhome/Row Home/Co-Op,1197,,69999
6812 Williams Island Ct Las Vegas NV 89131,3,2,0,Single Family Home,1681,4791,224900
4964 Mountain Creek Dr Las Vegas NV 89148,4,4,2,Single Family Home,4792,11761,1475000
7207 La Puebla St Las Vegas NV 89120,5,5,3,Single Family Home,9476,24829,650000
4683 Bersaglio St Las Vegas NV 89135,2,2,1,Single Family Home,2345,7405,549000
9012 Night Owl Ct Las Vegas NV 89134,5,4,1,Single Family Home,5624,14810,989900
3143 La Barca Ln Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1344,4791,65000
4317 Haven Point Ave Las Vegas NV 89085,4,3,1,Single Family Home,2495,4791,235000
9031 Kingsdale Ct Las Vegas NV 89147,4,2,1,Single Family Home,2427,6969,250000
9107 Champney Ave Las Vegas NV 89148,3,2,1,Single Family Home,1421,1742,174880
6113 Rabbit Track St Las Vegas NV 89130,4,2,1,Single Family Home,2984,9147,335000
4873 S Torrey Pines Dr Unit 203 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,942,,90000
7136 Alta Dr Las Vegas NV 89145,3,2,0,Single Family Home,1620,7405,125000
2217 Port Ave Las Vegas NV 89106,4,2,0,Single Family Home,1244,3484,130000
9712 Royal Lamb Dr Las Vegas NV 89145,5,4,0,Single Family Home,3417,6534,640000
5020 Killarney St Las Vegas NV 89122,3,2,0,Single Family Home,1188,6098,120000
7835 Slip Point Ave Las Vegas NV 89147,5,4,0,Single Family Home,3268,7405,445000
4913 Lonesome Spur Ave Las Vegas NV 89131,3,2,0,Single Family Home,1798,4791,120000
5964 Reflection Point Ct Las Vegas NV 89110,3,2,0,Single Family Home,1516,5227,140000
8508 Porch Rocker St Las Vegas NV 89143,4,2,1,Single Family Home,2048,4791,160000
313 Beechgate Ave Las Vegas NV 89110,3,1,1,Single Family Home,945,6534,68000
10368 Gwynns Falls St Las Vegas NV 89183,4,3,0,Single Family Home,2037,3920,150000
2161 Sleepy Ct Las Vegas NV 89106,3,2,0,Condo/Townhome/Row Home/Co-Op,1120,871,80000
315 Kensington Palace Ave Unit 103 Las Vegas NV 89032,2,2,0,Condo/Townhome/Row Home/Co-Op,1220,,95000
1046 Sweeping Vine Ave Las Vegas NV 89183,3,3,0,Single Family Home,1534,4791,169000
2930 Reiger Ct Las Vegas NV 89117,5,5,0,Single Family Home,4747,21344,595000
7616 Almeria Ave Las Vegas NV 89128,2,2,1,Condo/Townhome/Row Home/Co-Op,1247,2178,150000
7760 Haven St Las Vegas NV 89123,5,4,0,Single Family Home,3589,44867,699880
4730 E Craig Rd Unit 1185 Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,974,958,62000
3497 Holly Ave North Las Vegas NV 89106,3,2,0,Single Family Home,2386,12632,135000
1425 Santa Margarita St Unit F Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1056,1045,94900
3491 Edenville Dr Las Vegas NV 89117,4,2,1,Single Family Home,1989,7840,275000
3065 Redwood St Las Vegas NV 89146,4,2,1,Single Family Home,2658,20038,275000
5323 Candlespice Way Las Vegas NV 89135,3,2,1,Single Family Home,1964,6098,419000
5596 Fire Island Dr Las Vegas NV 89120,5,5,0,Single Family Home,4527,20473,399900
848 Dusk Dr Las Vegas NV 89110,3,2,0,Single Family Home,1505,6534,70000
2130 Tiberio Way Unit Lot 61 Las Vegas NV 89156,3,2,1,Single Family Home,1675,2178,164150
5019 Long View Dr Las Vegas NV 89120,4,2,0,Single Family Home,1818,7840,142500
2724 Huber Heights Dr Las Vegas NV 89128,5,3,0,Single Family Home,2628,5662,309900
10205 Middle Ridge Dr Las Vegas NV 89134,2,2,0,Single Family Home,1703,6969,275000
317 Raptors View Ave North Las Vegas NV 89031,3,2,0,Single Family Home,2275,6534,219000
9462 Havasu Canyon Ave Las Vegas NV 89166,3,2,1,Single Family Home,1982,2178,199000
5008 Royal Lake Ave Las Vegas NV 89131,4,2,1,Single Family Home,1684,4791,185000
2721 Lotus Hill Dr Las Vegas NV 89134,2,2,0,Single Family Home,1804,7405,279900
1150 N Buffalo Dr Unit: 2005 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,928,,78888
2857 Paradise Rd Unit 1105 Las Vegas NV 89109,1,2,0,Condo/Townhome/Row Home/Co-Op,1556,,429000
4916 Lonesome Spur Ave Las Vegas NV 89131,4,2,1,Single Family Home,2492,4791,149900
47 Cascade Creek Ln Las Vegas NV 89113,4,4,2,Single Family Home,5955,13504,1250000
2777 Paradise Rd Unit 2804 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,2050,,769000
2400 Totem Pole Ct Las Vegas NV 89134,2,2,0,Single Family Home,1653,15682,169900
1150 N Buffalo Dr Apt 2057 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,928,914,92500
5870 W Oquendo Rd Las Vegas NV 89118,9,6,2,Single Family Home,6799,42253,1299000
786 Christina Dr Las Vegas NV 89005,4,3,0,Single Family Home,2145,9583,189000
9641 Cripple Gulch Ct Las Vegas NV 89178,5,4,1,Single Family Home,4269,9583,392000
2425 Avalanche Trl Las Vegas NV 89124,3,1,1,Single Family Home,1120,18731,250000
4244 Grace St Las Vegas NV 89121,5,3,0,Single Family Home,2373,6969,192990
3151 Soaring Gulls Dr Unit 1124 Las Vegas NV 89128,3,2,0,Condo/Townhome/Row Home/Co-Op,1109,,80000
6224 Dan Blocker Av Unit: 103 Las Vegas NV 89011,3,2,1,Condo/Townhome/Row Home/Co-Op,1610,871,117500
2582 Laconia Ave Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1516,2613,100000
4428 Cormorant Ave Las Vegas NV 89115,4,3,0,Single Family Home,2937,6534,233000
2000 Fashion Show Dr Unit: 5310 Las Vegas NV 89109,1,2,0,Condo/Townhome/Row Home/Co-Op,974,,650000
Sea Gull Las Vegas NV 89115,3,3,0,Multi-Family Home; Ready to build,1882,87120,162888
2849 Carmel Ridge Dr Las Vegas NV 89134,2,2,0,Single Family Home,1119,7840,169900
11164 Whooping Crane Ln Las Vegas NV 89144,4,2,1,Single Family Home,2067,4791,284999
7426 Matilda St Las Vegas NV 89113,5,3,0,Single Family Home,3210,6969,379900
1831 Camino Verde Ln Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1358,,79900
7552 Fontera Ct Las Vegas NV 89139,5,3,1,Single Family Home,4109,6969,468000
2857 Paradise Rd Unit 3201 Las Vegas NV 89109,4,6,1,Condo/Townhome/Row Home/Co-Op,5779,,4650000
860 Ribbon Grass Ave Las Vegas NV 89183,4,2,1,Single Family Home,1741,4399,119900
9432 Medford Falls Ave Las Vegas NV 89149,4,2,1,Single Family Home,1715,3049,165000
2703 Peekskill Ave Henderson NV 89052,5,3,0,Single Family Home,3014,6098,384900
8908 Sandspring Dr Las Vegas NV 89134,3,2,0,Single Family Home,2115,7840,335000
Las Vegas NV 89120,3,2,0,Single Family Home,1675,6969,189999
9770 Aleutian St Las Vegas NV 89178,4,2,1,Single Family Home,2248,3484,210000
58 Carolina Cherry Dr Las Vegas NV 89141,5,3,1,Single Family Home,4999,10019,750413
7109 Montcliff Ave Las Vegas NV 89147,4,2,0,Single Family Home,1509,6098,189900
1116 Willow Tree Dr Unit A Las Vegas NV 89128,3,2,0,Condo/Townhome/Row Home/Co-Op,1176,,65000
7359 Wild Roar Ave Las Vegas NV 89129,4,3,0,Single Family Home,3023,6969,325000
8944 Argus Reed Ave Las Vegas NV 89148,4,2,1,Single Family Home,1732,2613,135000
9593 Los Cotos Ct Las Vegas NV 89147,5,3,1,Single Family Home,3546,11761,415000
53 Painted Feather Way Las Vegas NV 89135,6,7,3,Single Family Home,11361,28314,6499000
10306 Apples Eye St Las Vegas NV 89131,4,3,0,Single Family Home,2808,12197,392500
8471 Spirit Vale Ave Unit Lot 60 Las Vegas NV 89117,4,2,1,Single Family Home,2008,3484,272565
5399 Bradford Pear Dr Las Vegas NV 89122,4,2,1,Single Family Home,1601,1742,118000
4142 Hallendale Dr Las Vegas NV 89147,4,3,0,Single Family Home,1968,6316,195000
Las Vegas NV 89135,3,3,1,Single Family Home,2465,6969,424500
6812 Via Costa Bella Ave Las Vegas NV 89131,5,4,1,Single Family Home,5621,27443,513000
2305 W Horizon Rdg Pw Unit 3923 Las Vegas NV 89052,2,2,0,Condo/Townhome/Row Home/Co-Op,1054,,125000
201 Royal Wood Ct Las Vegas NV 89148,5,3,0,Single Family Home,4000,8276,498999
4710 Fiore Bella Blvd Las Vegas NV 89135,2,2,1,Single Family Home,1935,8712,392900
2041 Jesse Scott St Las Vegas NV 89106,4,2,0,Single Family Home,1548,3920,140000
2260 Villefort Ct Las Vegas NV 89117,5,5,1,Single Family Home,6894,17860,1285000
708 Dike Ln Las Vegas NV 89106,3,1,0,Single Family Home,984,10019,80000
955 Sugar Springs Dr Las Vegas NV 89110,5,3,0,Single Family Home,3660,20038,303000
8941 Ornate Glade Ave Las Vegas NV 89148,4,2,1,Single Family Home,1732,2178,169900
1925 Epte Poplars St Henderson NV 89044,3,2,1,Condo/Townhome/Row Home/Co-Op,1738,2613,237424
3024 Island View Ct Las Vegas NV 89117,5,5,1,Single Family Home,6810,14810,2850000
4546 Regalo Bello St Las Vegas NV 89135,2,2,0,Condo/Townhome/Row Home/Co-Op,1288,3920,220000
7332 Stoney Shore Dr Las Vegas NV 89128,3,2,1,Single Family Home,1481,3920,155100
4555 E Sahara Av Unit: 140 Las Vegas NV 89104,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,70000
2079 Via Firenze Henderson NV 89044,3,2,1,Condo/Townhome/Row Home/Co-Op,1696,2178,211900
528 Wardelle St # 101 Las Vegas NV 89101,2,1,0,Condo/Townhome/Row Home/Co-Op,1002,1306,89900
6373 Varna Ave Las Vegas NV 89110,5,3,0,Single Family Home,3168,7840,185000
4200 S Valley View Blvd Unit 3010 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,902,,72500
4831 E Twain Ave Las Vegas NV 89121,5,3,0,Single Family Home,2106,6534,157900
3402 Katmai Dr Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1344,4791,42000
7492 Lassen Peak Cir Las Vegas NV 89149,4,2,1,Single Family Home,3800,10454,345000
4346 Swandale Ave Henderson NV 89121,3,2,0,Single Family Home,1496,6534,99000
10136 June Flower Dr Las Vegas NV 89141,3,2,1,Single Family Home,1846,3484,184900
10445 Mission Control Ave Las Vegas NV 89149,4,3,0,Single Family Home,3077,16117,384900
9823 Opal Bridge Ct Las Vegas NV 89178,4,3,1,Single Family Home,2031,2178,238900
11280 Granite Ridge Dr Unit 1038 Las Vegas NV 89135,3,2,1,Condo/Townhome/Row Home/Co-Op,2985,,649900
7001 Mandy Scarlet Ct Las Vegas NV 89148,5,3,0,Single Family Home,2032,3484,224900
200 W Sahara Ave Unit 2312 Las Vegas NV 89102,1,1,1,Condo/Townhome/Row Home/Co-Op,974,,219900
